id,nombre_predio,comuna,latitud,longitud,nivel_importancia,hectareas
2031,LOS PUQUIOS,QUILLECO,-37.52969,-72.111222,BAJO,6.05
2032,PARCELA 58 QUILAPALOS,QUILACO,-37.733491,-71.94971,BAJO,54.75
2033,LIRQUEN CHICO,QUILACO,-37.762128,-71.865354,BAJO,9.1
2034,RUCATATA Y SAN FRANCISCO,QUILACO,-37.736554,-71.869532,BAJO,108.7
2035,EX-SANTA TERESA LOTE-B1,MULCHEN,-37.673166,-72.245045,BAJO,15.2
2036,EL ALAMO,LOS ANGELES,-37.243574,-72.345584,BAJO,192.99
2037,BELLAVISTA LOTE B,QUILACO,-37.754204,-71.849475,BAJO,153.11
2038,EL LIMITE,TIRUA,-38.2814,-73.267334,ALTO,45.04
2039,EL PATO,TIRUA,-38.272365,-73.256974,ALTO,26.93
2040,QUEBRADA VIEJA,LUMACO,-38.33358,-73.067419,MEDIO,13.35
2041,EL DECRETO,LUMACO,-38.319623,-73.178542,MEDIO,76.59
2042,EL RECOVECO,LONCOCHE,-39.322732,-72.745499,BAJO,21.99
2043,LA QUILANTOZA Y OTRO,CONTULMO,-38.215146,-73.155326,MEDIO,191.65
2044,P.2 CAMPO LINDO LOTE 5,MULCHEN,-37.820167,-72.171591,MEDIO,12.97
2045,"SANTA MERCEDES LOTE A,D",SANTA BARBARA,-37.730391,-71.769128,BAJO,18.14
2046,HIJUELA LOS COPIHUES LA,SANTA BARBARA,-37.722282,-71.768174,BAJO,14.29
2047,MONTPELLIER,MULCHEN,-37.846719,-72.016767,MEDIO,693.61
2048,NIPAN,QUILLECO,-37.503774,-72.023571,BAJO,434.08
2049,EL AGUILA,MULCHEN,-37.787112,-72.038866,MEDIO,319.09
2050,HIJUELAS SAN PEDRO,SANTA BARBARA,-37.556754,-71.821651,BAJO,37.95
2051,P10 ESTRELLA BB L-B2-B1,SANTA BARBARA,-37.726428,-71.789388,BAJO,37.91
2052,EL CASTILLO,SANTA BARBARA,-37.520226,-71.832593,BAJO,495.38
2053,MANIHUAL LOTE B,NACIMIENTO,-37.425802,-72.960394,BAJO,84.49
2054,PARCELA 9 ANCUD LOTE 1B,QUILACO,-37.713586,-71.964028,BAJO,40.73
2055,HIJUELA 1 EL LAUREL,QUILLECO,-37.391342,-71.83904,BAJO,15.74
2056,HUINGAN LOTE B1,NACIMIENTO,-37.527719,-72.638305,MEDIO,149.63
2057,PARCELAS QUILAPALOS,QUILACO,-37.77268,-71.901222,BAJO,432.46
2058,HIJUELA 1 LOTE A1 TINAJON Y OTRO,QUILLECO,-37.436636,-71.820573,BAJO,49.75
2059,SAN SEBASTIAN LOTE 4 Y 5,QUILLECO,-37.375263,-71.868238,BAJO,87.65
2060,SAN SEBASTIAN Y STA OLGA,SANTA BARBARA,-37.584562,-71.874707,BAJO,64.43
2061,HIJUELA EL NOGAL LOTE A,SANTA BARBARA,-37.727737,-71.773541,BAJO,4.18
2062,HIJUELA SAN MANUEL,QUILLECO,-37.5237,-71.923695,BAJO,40.41
2063,HIJUELA 3 EL AVELLANO,YUNGAY,-37.100358,-71.709258,BAJO,52.92
2064,CAMARICO LA TORRE,PEMUCO,-37.028816,-71.927911,BAJO,330.52
2065,SANTA ELENA,COBQUECURA,-36.016026,-72.743858,BAJO,215.39
2066,LLOAQUEN,TRAIGUEN,-38.154627,-72.630863,BAJO,534.94
2067,EL MANZANO,PEMUCO,-37.006698,-71.894257,BAJO,144.75
2068,LAS VERTIENTES,CHANCO,-35.68056,-72.513802,BAJO,81.02
2069,SANTA MARTA LOTE 1,SAN IGNACIO,-36.833226,-71.859679,BAJO,47.11
2070,SANTA MARTA LOTE 2,SAN IGNACIO,-36.835604,-71.853184,BAJO,46.08
2071,EL ROSARIO HIJUELAS,QUIRIHUE,-36.174571,-72.608582,BAJO,186.86
2072,HONDURAS (C),MULCHEN,-37.859094,-72.152328,MEDIO,82.83
2073,LOS AROMOS,LA UNION,-40.304258,-73.251258,BAJO,112.61
2074,CASAS NUEVAS DE ZEMITA,NIQUEN,-36.377257,-71.732657,BAJO,126.21
2075,SANTA LEONOR,MULCHEN,-37.881831,-72.131428,MEDIO,590.94
2076,CUQUIMO,OSORNO,-40.528829,-73.288064,BAJO,42.58
2077,SANTA ROSA DE CHUMULCO (U),MULCHEN,-37.732329,-72.34781,MEDIO,609.48
2078,LOS BOLDOS LOTES B1A Y B1B,MULCHEN,-37.67941,-72.173901,BAJO,67.52
2079,LA ESPERANZA (C),MULCHEN,-37.775497,-72.015807,BAJO,53.9
2080,LOS MINUCOS Y OTROS,CONTULMO,-38.219885,-73.181227,MEDIO,569.84
2081,PARCELA 87 RELUN LOTE D,LUMACO,-38.256128,-73.180146,MEDIO,4.66
2082,EL LINGUE II,LUMACO,-38.16205,-73.07417,MEDIO,356.28
2083,LAS SETENTAS II,LONCOCHE,-39.269552,-72.7114,BAJO,82.96
2084,LA TORRE,LONCOCHE,-39.322903,-72.687684,BAJO,47.47
2085,SAN ANTONIO IV,LONCOCHE,-39.296863,-72.716464,BAJO,20.82
2086,LAS LOMAS,LONCOCHE,-39.315586,-72.588684,BAJO,98.69
2087,SAN OSCAR,LONCOCHE,-39.265779,-72.701599,BAJO,12.22
2088,PINARES,SAN PEDRO DE LA PAZ,-36.936541,-73.068467,BAJO,2367.23
2089,SANTA MARTA - BUEN PLACER,HUALQUI,-37.093816,-72.855386,MEDIO,144.29
2090,GOMERO,YUMBEL,-37.103515,-72.76756,MEDIO,1195.42
2091,MARDONAL Y OTRO,HUALQUI,-37.156372,-72.83882,MEDIO,3118.55
2092,CANTERAS,HUALQUI,-37.191161,-72.829986,MEDIO,37.77
2093,TOMENTUCO Y OTROS,SAN ROSENDO,-37.175992,-72.786331,MEDIO,847.41
2094,EL RECREO-TRAIGUEN UNIHUE,HUALQUI,-37.100363,-72.934017,MEDIO,477.22
2095,NORIHUE Y OTRO,HUALQUI,-37.145744,-72.930237,MEDIO,134.85
2096,FLOR DE CONIHUECO,HUALQUI,-37.101646,-72.885733,MEDIO,406.7
2097,ATEUCO,HUALQUI,-37.093021,-72.838281,MEDIO,64.97
2098,EL AVELLANO,HUALQUI,-37.04908,-72.916751,MEDIO,86.32
2099,CHOROICO,NACIMIENTO,-37.54631,-72.844939,BAJO,237.3
2100,MALO DE MOLINA LOTE B,PEMUCO,-37.047412,-71.820127,BAJO,81.33
2101,SANTA AURORA II,SANTA BARBARA,-37.614395,-71.802054,BAJO,73.08
2102,HIJUELA CAMILA Y SAN SEBASTIAN,QUILACO,-37.693848,-72.019647,BAJO,80.15
2103,PARCELA B LOS BOLDOS,MULCHEN,-37.675301,-72.161599,BAJO,53.5
2104,ITATA,RANQUIL,-36.679785,-72.477044,BAJO,98.53
2105,LOS COMPADRES,QUILACO,-37.792199,-71.723603,BAJO,151.96
2106,SANTA VIVIANA Y OTROS,SAN IGNACIO,-36.837366,-71.884143,BAJO,52.59
2107,LA PARADA Y LAS MELOSAS,NIQUEN,-36.400012,-71.654387,BAJO,101.46
2108,LAS GARZAS,NIQUEN,-36.384779,-71.700837,BAJO,328.99
2109,LAGUNA LARGA LOTE 1A Y 2,PEMUCO,-37.009448,-72.014795,BAJO,29.33
2110,SAN JOSE Y SANTA ISMENIA,SAN NICOLAS,-36.467239,-72.157618,BAJO,415.12
2111,PLACILLA,PEMUCO,-37.030778,-71.696844,BAJO,261.82
2112,QUILAMAN,COIHUECO,-36.570357,-71.912726,BAJO,275.71
2113,ALTO ORIENTE SUR,COBQUECURA,-36.061521,-72.730392,BAJO,116.68
2114,LA LAGUNA,EL CARMEN,-36.906416,-71.850306,BAJO,154.1
2115,EL LLEUQUE LOTE 1,YUNGAY,-37.101614,-71.885058,BAJO,18.53
2116,SANTA ANA,LONCOCHE,-39.35155,-72.604287,BAJO,74.28
2117,DIUCALEMU 1 Y 2,SAN NICOLAS,-36.35672,-72.249345,BAJO,294.01
2118,COIPIN LOTE 1,SAN NICOLAS,-36.374149,-72.273666,BAJO,254.84
2119,EL CARMEN DE CUCHA CUCHA,PORTEZUELO,-36.621878,-72.418672,BAJO,116.28
2120,EL ARRAYAN (USUFRUCTO),TRAIGUEN,-38.20643,-72.616912,BAJO,416.95
2121,PANQUEQUILLO (U),YUNGAY,-37.098429,-71.926422,BAJO,18.01
2122,PARCELA 43 COLLICO,COIHUECO,-36.533052,-71.722569,BAJO,114.3
2123,VALLE HERMOSO LOTE A,QUILLECO,-37.527707,-71.699674,BAJO,206.44
2124,ANCUD,QUILACO,-37.710648,-71.983772,BAJO,264.56
2125,LAS GOLONDRINAS,MULCHEN,-37.69842,-72.349247,MEDIO,55.25
2126,BUEN RETIRO,CHANCO,-35.736821,-72.487006,BAJO,100.79
2127,LOS COLIGUES Y LAS PIRCAS,COLBUN,-35.824734,-71.393149,BAJO,179.29
2128,HUENO-HUENO Y RIO BLANCO,PUERTO VARAS,-41.275446,-72.498371,BAJO,548.75
2129,NININCO Y OTRO,MULCHEN,-37.855217,-72.315452,MEDIO,389.11
2130,PARCELA 60 RELUN (U),LUMACO,-38.262201,-73.135656,MEDIO,95.85
2131,TREHUALEMU,PELLUHUE,-35.960645,-72.717512,BAJO,64.42
2132,EL AGRO R1,NEGRETE,-37.583982,-72.579791,MEDIO,111.33
2133,SAN JORGE,MULCHEN,-37.766256,-72.181392,MEDIO,165.02
2134,INFIERNILLO,EL CARMEN,-37.001204,-71.83931,BAJO,32.98
2135,SAN JUAN,EL CARMEN,-36.979348,-71.858145,BAJO,40.53
2136,RINCONADA (USUFRUCTO),TRAIGUEN,-38.222339,-72.603006,BAJO,175.84
2137,SAN MIGUEL,PEMUCO,-36.88283,-72.344256,BAJO,563.34
2138,LAS VERTIENTES,EL CARMEN,-36.993953,-71.792723,BAJO,180.63
2139,RUCAMANQUI SECTOR 1,TUCAPEL,-37.187139,-71.877564,BAJO,1745.63
2140,RUCAMANQUI SECTOR 2,TUCAPEL,-37.150614,-71.822452,BAJO,2446.12
2141,RUCAMANQUI SECTOR 3,TUCAPEL,-37.132742,-71.769108,BAJO,2762.96
2142,RUCAMANQUI SECTOR 4,TUCAPEL,-37.178833,-71.781468,BAJO,3597.16
2143,RUCAMANQUI SECTOR 5,TUCAPEL,-37.160085,-71.706256,BAJO,3185.64
2144,TRELENCAS Y PIEDRA LISA,SAN IGNACIO,-36.829538,-71.782172,BAJO,354.67
2145,LOS BAJIOS Y C. PELADOS,PELLUHUE,-35.881744,-72.584183,BAJO,353.52
2146,LOS HOYOS,PINTO,-36.81441,-71.763395,BAJO,91.77
2147,LA HERRADURA Y OTROS,LUMACO,-38.342432,-73.12967,MEDIO,408.34
2148,PIEDRAS BLANCAS I Y OTROS,LUMACO,-38.29506,-72.97757,MEDIO,161.26
2149,EL RAULI II Y OTROS,LUMACO,-38.306222,-72.953376,MEDIO,196.23
2150,LAS CARPAS I Y OTROS,LUMACO,-38.22668,-73.052013,MEDIO,353.47
2151,CURILEBU Y OTROS,LUMACO,-38.3291,-73.223732,MEDIO,687.01
2152,LA SELVA Y OTROS,LUMACO,-38.28884,-73.189994,MEDIO,517.17
2153,PARCELA 97 COLONIA RELUN,LUMACO,-38.319155,-73.28075,MEDIO,575.05
2154,LOS RADALES Y OTROS,LUMACO,-38.333467,-73.107635,MEDIO,725.97
2155,LA AURORA Y OTROS,LUMACO,-38.360285,-73.061089,MEDIO,431.52
2156,PARCELA 90 COLONIA RELUN,LUMACO,-38.278611,-73.217332,ALTO,437.31
2157,LAS DELICIAS Y OTROS,LUMACO,-38.27797,-72.964404,MEDIO,201.54
2158,EL CIRCULO,LUMACO,-38.357119,-73.029579,MEDIO,34.02
2159,EL ROBLE Y OTROS,LUMACO,-38.312142,-73.173401,MEDIO,340.32
2160,LA HERRADURA VII Y OTROS,LUMACO,-38.341186,-73.190788,MEDIO,500.89
2161,SAN OSCAR Y OTROS,LUMACO,-38.292768,-73.244632,ALTO,855.7
2162,SAN JAVIER Y OTROS,LUMACO,-38.177216,-72.824566,BAJO,744.27
2163,EL PICAFLOR,LUMACO,-38.342311,-73.131235,MEDIO,19.58
2164,LAS LUMAS Y OTROS,LUMACO,-38.356538,-73.106892,MEDIO,174.19
2165,SANTA ELSA,LUMACO,-38.342379,-72.944608,MEDIO,30.04
2166,COMUDE,LUMACO,-38.357483,-72.973142,MEDIO,25.12
2167,LOLENCO Y OTROS,LUMACO,-38.347637,-72.936094,MEDIO,409.02
2168,RELUN,LUMACO,-38.23474,-73.133901,MEDIO,162.89
2169,SANTA JULIA II Y OTROS,LUMACO,-38.262282,-73.027091,MEDIO,1116.22
2170,PICHIPELLAHUEN Y RELUN II,LUMACO,-38.292639,-73.02023,MEDIO,185.43
2171,LA QUINTA Y OTROS,LUMACO,-38.349089,-73.162524,MEDIO,499.11
2172,LOS MAJUELOS,HUALQUI,-37.055533,-72.801945,MEDIO,559.16
2173,LOMA BLANCA,HUALQUI,-37.11857,-72.852157,MEDIO,52.02
2174,SAN ANTONIO,HUALQUI,-37.024343,-72.826315,MEDIO,54.75
2175,LAS ESPERANZAS,HUALQUI,-37.055588,-72.913453,MEDIO,168.31
2176,CALQUINHUE,HUALQUI,-37.090317,-72.857326,MEDIO,10.02
2177,CONIHUECO,HUALQUI,-37.086928,-72.897743,MEDIO,268.46
2178,LAS MERCEDES,HUALQUI,-37.110762,-72.829746,MEDIO,30.67
2179,SANTA AURORA 2 LOTE A 1,HUALQUI,-37.03945,-72.878669,MEDIO,21.17
2180,EL AROMO,SAN ROSENDO,-37.188779,-72.814217,MEDIO,127.34
2181,LA PALMA,HUALQUI,-37.138423,-72.78328,MEDIO,74.35
2182,SANTA MATILDE Y LOS OLIVOS,HUALQUI,-37.16087,-72.886289,MEDIO,367.98
2183,RANGUEL-EL LIMON,HUALQUI,-37.128446,-72.847849,MEDIO,111.92
2184,SAN ANTONIO DE QUILACOYA Y OTROS,HUALQUI,-37.077267,-72.842116,MEDIO,407.81
2185,SANTA CRUZ II,HUALQUI,-37.105605,-72.860385,MEDIO,184.89
2186,CAUNAN,HUALQUI,-37.108352,-72.901162,MEDIO,49.14
2187,RANQUILCO,SAN ROSENDO,-37.133336,-72.817866,MEDIO,45.79
2188,SANTA MARIA Y OTROS,HUALQUI,-37.058386,-72.889848,MEDIO,15.2
2189,LA ESPERANZA,FLORIDA,-36.919221,-72.798044,MEDIO,200.99
2190,ROJAS,SAN ROSENDO,-37.157844,-72.735502,MEDIO,111.67
2191,SANTA ANA Y LOS LENES LOTE 1,HUALQUI,-37.143311,-72.895817,MEDIO,185.11
2192,EL DURAZNO,HUALQUI,-37.163209,-72.822976,MEDIO,106.7
2193,COLQUIHUE,HUALQUI,-37.106118,-72.866044,MEDIO,17.01
2194,LA AGUADA 1,HUALQUI,-37.099801,-72.782216,MEDIO,41.89
2195,HIJUELA RANGUEL,HUALQUI,-37.126888,-72.850717,MEDIO,6.24
2196,MODQUECURA HIJUELA 10,HUALQUI,-37.161579,-72.815133,MEDIO,3.74
2197,LA AGUADA II,HUALQUI,-37.105498,-72.780498,MEDIO,47.95
2198,RANQUILCO LOTE 1,HUALQUI,-37.105972,-72.802306,MEDIO,5.44
2199,LA POLLA I,HUALQUI,-37.058146,-72.847667,MEDIO,13.68
2200,LA POLLA II,HUALQUI,-37.055923,-72.845578,MEDIO,9.52
2201,COLLIGUAY,HUALQUI,-37.094197,-72.960916,MEDIO,84.85
2202,EL PERAL,HUALQUI,-37.09932,-72.848689,MEDIO,24.92
2203,CERRO VERDE,YUMBEL,-37.108797,-72.495365,BAJO,2355.11
2204,SAN CRISTOBAL,YUMBEL,-37.138044,-72.602459,MEDIO,336.46
2205,EL MAITEN PRIMERO,YUNGAY,-37.147114,-72.253692,MEDIO,271.93
2206,EL PROGRESO LOTE A,CABRERO,-37.086527,-72.298159,MEDIO,481.99
2207,LOS PUENTES DE TAPIHUE,YUMBEL,-37.148033,-72.460052,BAJO,45.0
2208,SAN IGNACIO Y OTROS,YUMBEL,-37.208941,-72.508012,BAJO,2248.15
2209,LA REFORMA PORCION 1 Y 2,CABRERO,-37.187667,-72.306142,MEDIO,1936.24
2210,MANZANITO Y SANTA NATALIA,CABRERO,-37.127321,-72.281095,MEDIO,874.64
2211,LAGUNA DE LAS FLORES LOTE 1,YUMBEL,-37.179503,-72.528304,BAJO,29.22
2212,PENUELAS,CABRERO,-36.9791,-72.359227,MEDIO,1156.56
2213,PRIMAVERA Y OTROS,YUNGAY,-37.106069,-72.22309,MEDIO,2486.45
2214,RANCHILLO,YUNGAY,-37.071471,-72.194856,MEDIO,85.44
2215,SANTA MARTA,CABRERO,-37.055598,-72.286804,MEDIO,584.58
2216,TAPIHUE,CABRERO,-37.143737,-72.407296,BAJO,2822.94
2217,UNIHUE,YUMBEL,-37.14206,-72.549726,BAJO,71.86
2218,ROSA ESTER,YUMBEL,-37.110228,-72.543919,MEDIO,72.66
2219,SAN LUIS PRIMERO,YUMBEL,-37.145369,-72.523422,BAJO,136.87
2220,MEMBRILLAR Y COIHUICO,CABRERO,-37.033579,-72.495833,BAJO,1226.26
2221,LAS TOSCAS,YUMBEL,-37.026225,-72.53705,MEDIO,75.91
2222,SAN JOSE-PTO.LYNCH-SN.GM,YUNGAY,-37.123441,-72.128607,MEDIO,217.07
2223,LAGUNA FLORES,YUMBEL,-37.17475,-72.528505,BAJO,35.45
2224,SANTA LAURA-YAHUILO HIJ.,YUMBEL,-37.190638,-72.570491,BAJO,222.89
2225,CHARRUA,CABRERO,-37.096688,-72.310332,MEDIO,106.69
2226,LOS PERALES SEGUNDO,CABRERO,-37.061772,-72.316961,MEDIO,154.0
2227,COLICHEU,CABRERO,-37.018487,-72.260616,MEDIO,4836.18
2228,SANTA ANTONINA,PEMUCO,-37.00809,-72.05082,BAJO,47.55
2229,VEGAS DE SALDIAS LOTE B,PINTO,-36.762662,-71.839788,BAJO,100.33
2230,QUILLAILEO LOTE B,SANTA BARBARA,-37.637749,-71.670949,BAJO,51.66
2231,LA MONA II,QUILLECO,-37.47617,-71.963814,BAJO,50.31
2232,LOTE 6 PARCELA 10 EL ARAUCANO,MULCHEN,-37.723325,-72.347134,MEDIO,5.48
2233,PARCELA 9 AGUADA DE CHUMULCO LOTE 1,MULCHEN,-37.758686,-72.29871,MEDIO,16.04
2234,COYENREHUE LOTE A,NACIMIENTO,-37.404871,-72.782895,MEDIO,42.65
2235,MONTEVERDE II,TUCAPEL,-37.305471,-71.845155,BAJO,34.21
2236,HIJUELA LAS ROSAS,QUILACO,-37.754926,-71.819204,BAJO,45.69
2237,EL AGUILA (C),MULCHEN,-37.778333,-72.024856,MEDIO,23.93
2238,SANTA BRUNITA Y OTRO,MULCHEN,-37.917995,-72.185277,MEDIO,73.88
2239,SANTA ROSA LOTE A,QUILLECO,-37.510456,-71.859221,BAJO,37.6
2240,EL PORVENIR (USUFRUCTO),TRAIGUEN,-38.172675,-72.598766,BAJO,108.47
2241,SAN NICOLAS (USUFRUCTO),QUILLECO,-37.518084,-71.912782,BAJO,19.77
2242,PARCELA 8 LOTE B1E,MULCHEN,-37.766721,-71.974895,BAJO,10.21
2243,LA YUNTA,SANTA JUANA,-37.328066,-73.04921,BAJO,34.85
2244,LA PUNTILLA,SANTA JUANA,-37.342293,-73.035455,BAJO,18.43
2245,EL ROBLE LOTE A 1,NACIMIENTO,-37.324314,-72.772702,MEDIO,41.06
2246,PIEDRA SANTA II,SANTA JUANA,-37.338496,-73.060918,BAJO,33.97
2247,PIEDRA SANTA I,SANTA JUANA,-37.330052,-73.054977,BAJO,22.19
2248,JUEGO DE CHUECAS,NACIMIENTO,-37.311633,-72.769441,MEDIO,23.96
2249,EL DURAZNO LOTE-A,NACIMIENTO,-37.541343,-72.826335,BAJO,0.23
2250,LA ESQUINA,CURANILAHUE,-37.552849,-73.142016,BAJO,118.67
2251,EL MANZANO Y OTRO,NACIMIENTO,-37.450704,-72.936162,BAJO,23.84
